CITY,B_POP,W_POP,TOTAL_POP,BW_DI,STATE
Hobbs city,1885,14027,28657,55.7,NM
Carlsbad city*,488,15070,25625,51.9,NM
Roswell city,1020,23063,45293,49.5,NM
Albuquerque city,12376,223895,448607,39.5,NM
Farmington city*,287,23780,37844,39.0,NM
Clovis city,2270,18176,32667,39.0,NM
Santa Fe city*,341,29300,62203,36.3,NM
Las Cruces city,1486,31208,74267,34.5,NM
Alamogordo city,1882,20570,35582,22.8,NM
Rio Rancho city,1286,33176,51765,16.4,NM
