CITY,B_POP,W_POP,TOTAL_POP,BW_DI,STATE
Butte-Silver Bow (balance)*,45,31753,33892,57.0,MT
Billings city*,466,80770,89847,37.9,MT
Bozeman city*,88,25817,27509,35.6,MT
Helena city*,56,24191,25780,34.1,MT
Great Falls city*,503,50292,56690,32.2,MT
Missoula city*,201,52843,57053,26.6,MT
