CITY,B_POP,W_POP,TOTAL_POP,BW_DI,STATE
Baltimore city,417009,201566,651154,75.2,MD
Annapolis city,11205,21137,35838,56.2,MD
Bowie city,15339,30709,50269,49.2,MD
Rockville city,4200,29342,47388,43.6,MD
Gaithersburg city,7457,25818,52613,39.6,MD
Hagerstown city,3661,31244,36687,34.9,MD
Frederick city,7641,39568,52767,32.3,MD
