CITY,B_POP,W_POP,TOTAL_POP,BW_DI,STATE
Huntington city,3829,45868,51475,55.4,WV
Wheeling city,1556,28988,31419,54.8,WV
Charleston city,7998,42810,53421,51.5,WV
Parkersburg city*,556,31710,33099,39.4,WV
Morgantown city,1098,23740,26809,25.6,WV
